LetraIndice1,LetraIndice2,LetraIndice3,LetraIndice4,LetraIndice5,LetraIndice6,LetraIndice7,LetraIndice8,LetraIndice9
76.37523703520488,78.80245256921076,77.63850464935665,76.95113463005339,78.17115776042775,78.2218098510882,77.59332748024583,78.09294810872457,77.02188552188552
